Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3oWGBitSdsizfiIlCfwUqV,"Halloween Store","Norm","Andy Shauf",2023-02-10,179280,34,false,,2025-05-30T04:00:28Z,"","Anti/Epitaph",0.648,0.496,0,-13.785,1,0.0391,0.0983,0.131,0.228,0.627,139.859,4
spotify:track:4Cd7jyOiC8S18NwUBEGRbe,"Ready or Not (feat. Sierra Ferrell)","Movie Of The Week","Shakey Graves,Sierra Ferrell",2023-09-15,192901,64,false,,2025-05-30T04:00:28Z,"indie folk,americana,alt country,bluegrass","Dualtone Music Group",0.718,0.576,5,-9.603,0,0.0614,0.259,0.0518,0.113,0.622,88.787,4
spotify:track:4kGGQubXF1b4yut3zwKQ1h,"Tough Love","Tough Love","Flyte,Laura Marling",2023-07-19,181763,34,false,,2025-05-30T04:00:28Z,"singer-songwriter,southern gothic,folk,indie folk","Nettwerk Music Group",0.74,0.623,2,-6.872,1,0.0288,0.685,0.28,0.109,0.622,119.954,4
spotify:track:2LbYsKChhLC2IAFK8mhRdI,"The Wave","Waysides","Bedouine",2021-07-22,225484,30,false,,2025-05-30T04:00:28Z,"","Bedouine Music",0.548,0.386,0,-12.816,1,0.0304,0.435,0.0123,0.14,0.34,81.474,4
spotify:track:6cGx4nFQpR8SaDoIUy1r67,"Avalanche","Avalanche","Maja Lena",2020-11-10,179306,24,false,,2025-05-30T04:00:28Z,"indie folk","Chiverin",0.415,0.355,6,-10.494,0,0.0316,0.985,0.0932,0.103,0.36,113.993,4
spotify:track:1gHdpWRFGZKjB9AljkGtWV,"too young to die","supernatural thing","M. Ward,First Aid Kit",2023-06-23,274720,42,false,,2025-05-30T04:00:28Z,"indie folk,folk","Anti/Epitaph",0.401,0.407,1,-11.835,0,0.0357,0.755,0.000168,0.114,0.26,171.942,4
spotify:track:5PdIsdV4HHhy6MtSGLTMEO,"When I Was Younger","Keep Me on Your Mind/See You Free","Bonny Light Horseman,Eric D. Johnson,Josh Kaufman,Anaïs Mitchell",2024-06-07,197416,37,false,,2025-05-30T04:00:28Z,"musicals","Jagjaguwar",0.514,0.39,0,-7.903,1,0.039,0.177,0.00926,0.0917,0.429,129.366,4
spotify:track:6fFMXz0mLLaql9UyyBQB9a,"Just to Hear You (feat. Perfume Genius)","Fun House","Hand Habits",2021-10-22,173303,33,false,,2025-05-30T04:00:28Z,"","Saddle Creek",0.756,0.367,2,-10.849,1,0.0397,0.582,0.19,0.106,0.523,127.894,4
spotify:track:39Xue5JNMm2yLvIma6Ut8u,"Lydia Wears A Cross","PRE PLEASURE","Julia Jacklin",2022-08-26,241818,44,false,,2025-05-30T04:00:28Z,"","Polyvinyl Records",0.581,0.439,1,-9.243,1,0.0303,0.624,0.0000923,0.105,0.755,108.252,4
spotify:track:38Wlgvbw9rM2cm5ZQjMUl5,"This Is What You Did","Off Off On","This Is The Kit",2020-10-23,192981,34,false,,2025-05-30T04:00:28Z,"indie folk","Rough Trade",0.619,0.802,7,-8.926,1,0.0658,0.745,0.529,0.101,0.414,134.726,4
spotify:track:3ZWtCPAWcE7hh00mjQDOXq,"Everything I had","Somewhere","Sun June",2021-02-05,246666,40,false,,2025-05-30T04:00:28Z,"","Run For Cover Records",0.75,0.344,9,-11.326,1,0.0269,0.62,0.534,0.0893,0.194,103.999,4
spotify:track:4ihCk0lIbJyYV7JSmJb6YY,"Red Bird Pt. 2 (Morning)","Florist","Florist",2022-07-29,326156,39,false,,2025-05-30T04:00:28Z,"","Double Double Whammy",0.432,0.138,1,-19.788,1,0.049,0.94,0.0243,0.129,0.103,81.765,4
spotify:track:6paZpy38anvDucX9Zi4uEK,"Tried to Tell You","Atlantic","The Weather Station",2021-01-06,218602,19,false,,2025-05-30T04:00:28Z,"indie folk","Fat Possum",0.776,0.57,0,-8.767,1,0.03,0.704,0.00215,0.109,0.784,131,4
spotify:track:2Ckv1DTVTt5UPdnWutOO7h,"If I Told","Old Flowers","Courtney Marie Andrews",2020-07-24,298013,40,false,,2025-05-30T04:00:28Z,"americana,alt country","Fat Possum",0.283,0.221,10,-15.344,1,0.0423,0.841,0.000595,0.0975,0.299,80.413,4
spotify:track:1kcwEVl9hYYg1JU0BFbzmc,"Born For Loving You","Vampire Empire / Born For Loving You","Big Thief",2023-09-13,214073,53,true,,2025-05-30T04:00:28Z,"","4AD",0.737,0.517,9,-10.759,1,0.0741,0.544,0,0.229,0.655,123.122,4
spotify:track:3BxIJ9VN7BdE7MuArlAhAv,"Glory Strums (Loneliness of the Long-Distance Runner)","Quietly Blowing It","Hiss Golden Messenger",2021-06-25,208142,46,false,,2025-05-30T04:00:28Z,"americana,alt country","Merge Records",0.476,0.329,2,-16.164,1,0.054,0.674,0.000727,0.0985,0.57,203.777,4
